strain	toxin
RSPT016	Cry1Aa18
RSPT016	Cry1Ac5
RSPT016	Cry1Aa6
RSPT016	Tpp78Ba1
RSPT016	Vip3Aa7
RSPT016	Cry2Ab35
RSPT020	Cry8Ea6
RSPT020	Cry8Ja1
RSPT020	Cry8Ja1
RSPT020	Mpp46Ab1
RSPT020	Mpp5Ab1
RSPT020	Vpb1Aa3
RSPT020	Vpb1Ea2
RSPT020	Cry8Ja1
RSPT020	Mpp3Aa6
RSPT020	Cry8Fa3
RSPT020	Cry8Ja1
RSPT020	Cry8Fa4
20130314NXTT158	Cry1Ea7
20130314WXXT035	Cry2Aa9
20130314WXXT035	Vip3Aa7
20130314WXXT035	Cry1Aa3
20130314WXXT035	Cry2Ab35
20130314WXXT035	Cry1Ia44
20130314WXXT036	Vip3Aa7
20130314WXXT036	Cry1Aa3
20130314WXXT036	Cry2Ab35
20130314WXXT036	Cry1Ia44
20130314WXXT036	Cry2Aa9
20130320YJPT001	Vip3Aa7
20130320YJPT001	Cry1Aa3
20130320YJPT001	Cry2Ab35
20130320YJPT001	Cry1Ia44
20130320YJPT001	Cry2Aa9
20130320YJPT002	Vip3Aa7
20130320YJPT002	Cry1Aa3
20130320YJPT002	Cry2Ab35
20130320YJPT002	Cry1Ia44
20130320YJPT002	Cry2Aa9
20130320YJPT009	Vip3Aa7
20130320YJPT009	Cry1Aa3
20130320YJPT009	Cry2Ab35
20130320YJPT009	Cry1Ia44
20130320YJPT009	Cry2Aa9
20130320YJPT010	Cry1Ia44
20130320YJPT010	Cry9Ea9
20130320YJPT010	Cry1Ac9
20130320YJPT010	Cry1Aa18
20130320YJPT010	Cry1Ac5
20130320YJPT010	Cry1Aa6
20130320YJPT010	Cry1Da2
20130320YJPT010	Cry1Ca9
20130320YJPT010	Vip3Bc1
20130320YJPT010	Tpp78Ba1
20130320YJPT010	Vip3Aa7
20130320YJPT010	Cry2Ab35
20130320YJPT027	Cry2Aa9
20130320YJPT027	Vip3Aa7
20130320YJPT027	Cry1Aa3
20130320YJPT027	Cry2Ab35
20130320YJPT027	Cry1Ia44
20130320YJPT030	Cry1Ia44
20130320YJPT030	Cry9Ea9
20130320YJPT030	Cry1Ac9
20130320YJPT030	Cry1Aa17
20130320YJPT030	Cry1Gc1
20130320YJPT030	Cry1Aa6
20130320YJPT030	Cry1Da2
20130320YJPT030	Cry1Ca9
20130320YJPT030	Vip3Bc1
20130320YJPT030	Tpp78Ba1
20130320YJPT030	Vip3Aa7
20130320YJPT030	Cry2Ab35
20130320YJPT049	Cry1Ea7
20130324YJPT073	Cry1Ea7
20130324YJPT077	Cry1Ea7
20130325WXXT048	Tpp80Aa1
20130325WXXT048	Tpp80Ab1
20130325WXXT048	Vpb4Ca1
20130325WXXT048	Vpb4Ca1
20130325WXXT053	Tpp80Aa1
20130325WXXT053	Tpp80Aa1
20130325WXXT055	Xpp22Ba1
20130325WXXT055	Tpp80Aa1
20130325WXXT055	Tpp80Aa1
20130325WXXT056	Tpp80Ab1
20130325WXXT056	Vpb4Ca1
20130325WXXT056	Tpp80Ab1
20130325WXXT058	Vpb4Ca1
20130325WXXT058	Tpp80Aa1
20130325WXXT061	Cry1Ea7
20130325WXXT062	App4Aa1
20130325WXXT063	Tpp80Aa1
20130325WXXT063	Tpp80Aa1
20130325WXXT063	Vpb4Ca1
20130325WXXT067	Tpp80Aa1
20130325WXXT067	Vpb4Ca1
20130327WXXT077	Tpp80Aa1
20130327WXXT077	Tpp80Aa1
20130327WXXT083	Vpb4Ca1
20130327WXXT083	Tpp80Aa1
20130327WXXT083	Tpp1Aa5
20130327WXXT083	Tpp80Aa1
20130327WXXT083	Tpp80Aa1
20130327WXXT083	Vpb4Ca1
20130327WXXT095	Tpp80Ab1
20130327WXXT095	Tpp80Aa1
20130327WXXT099	Tpp80Aa1
20130327WXXT099	Tpp80Ab1
20130327WXXT099	Vpb4Ca1
20130327WXXT099	Vpb4Ca1
20130327WXXT101	Vpb4Ca1
20130327WXXT101	Tpp80Ab1
20130327WXXT101	Tpp80Aa1
20130327WXXT102	Cyt2Ca1
20130327WXXT103	Vpb4Ca1
20130327WXXT103	Vpb4Ca1
20130327WXXT103	Tpp80Aa1
20130327WXXT103	Tpp80Aa1
20130327WXXT103	Tpp78Aa1
20130327WXXT104	Tpp80Aa1
20130327WXXT104	Tpp80Ab1
20130327WXXT104	Vpb4Ca1
20130327WXXT104	Vpb4Ca1
20130327WXXT105	Tpp80Ab1
20130327WXXT105	Vpb4Ca1
20130327WXXT107	Vpb4Ca1
20130327WXXT107	Tpp80Aa1
20130327WXXT107	Vpb4Ca1
20130327WXXT108	Xpp22Ba1
20130327WXXT108	Tpp80Aa1
20130327WXXT108	Tpp80Aa1
20130328YJPT082	Vip3Aa7
20130328YJPT082	Cry1Aa3
20130328YJPT082	Cry2Ab35
20130328YJPT082	Cry1Ia44
20130328YJPT082	Cry2Aa9
20130328YJPT095	Vip3Aa7
20130328YJPT095	Cry1Aa3
20130328YJPT095	Cry2Ab35
20130328YJPT095	Cry1Ia44
20130328YJPT095	Cry2Aa9
20130328YJPT102	Cry1Ea7
20130328YJPT108	Vip3Aa7
20130328YJPT108	Cry1Aa3
20130328YJPT108	Cry2Ab35
20130328YJPT108	Cry1Ia44
20130328YJPT108	Cry2Aa9
20130328YJPT122	Cry1Ea7
20130401YJPT135	Vip3Aa7
20130401YJPT135	Cry1Aa3
20130401YJPT135	Cry2Ab35
20130401YJPT135	Cry1Ia44
20130401YJPT135	Cry2Aa9
20130401YJPT174	Cry1Ea7
20130401YJPT175	Vip3Aa7
20130401YJPT175	Cry1Aa3
20130401YJPT175	Cry2Ab35
20130401YJPT175	Cry1Ia44
20130401YJPT175	Cry2Aa9
20130403LHLT104	App4Aa1
20130403LHLT104	Cyt1Da2
20130403LHLT108	Cry1Ea7
20130403LHLT111	Cry2Aa9
20130403LHLT111	Vip3Aa7
20130403LHLT111	Cry1Aa3
20130403LHLT111	Cry2Ab35
20130403LHLT111	Cry1Ia44
20130403LHLT112	Cry1Ia44
20130403LHLT112	Cry9Ea9
20130403LHLT112	Cry1Ac9
20130403LHLT112	Cry1Aa18
20130403LHLT112	Cry1Aa17
20130403LHLT112	Cry1Aa6
20130403LHLT112	Cry1Ca9
20130403LHLT112	Vip3Bc1
20130403LHLT112	Cry1Da2
20130403LHLT112	Tpp78Ba1
20130403LHLT112	Vip3Aa7
20130403LHLT112	Cry2Ab35
20130403LHLT113	App4Aa1
20130403LHLT113	Tpp80Aa1
20130403LHLT114	Vip3Aa7
20130403LHLT114	Cry1Aa3
20130403LHLT114	Cry2Ab35
20130403LHLT114	Cry1Ia44
20130403LHLT114	Cry2Aa9
20130406YJPT181	Cry1Ia44
20130406YJPT181	Cry9Ea9
20130406YJPT181	Cry1Ac9
20130406YJPT181	Cry1Aa18
20130406YJPT181	Cry1Ac5
20130406YJPT181	Cry1Aa6
20130406YJPT181	Cry1Da2
20130406YJPT181	Cry1Ca9
20130406YJPT181	Vip3Bc1
20130406YJPT181	Tpp78Ba1
20130406YJPT181	Vip3Aa7
20130406YJPT181	Cry2Ab35
20130406YJPT198	Cry1Ea7
20130406YJPT220	Cry1Ea7
20130406YJPT228	Cry2Aa9
20130406YJPT228	Vip3Aa7
20130406YJPT228	Cry1Aa3
20130406YJPT228	Cry2Ab35
20130406YJPT228	Cry1Ia44
20130406YJPT246	Cry1Ia44
20130406YJPT246	Cry1Aa8
20130406YJPT246	Cry9Ea9
20130406YJPT246	Cry1Ac4
20130406YJPT246	Cry1Aa6
20130406YJPT246	Cry1Ca9
20130406YJPT246	Vip3Bc1
20130406YJPT246	Cry1Da2
20130406YJPT246	Tpp78Ba1
20130406YJPT246	Vip3Aa7
20130406YJPT246	Cry2Ab35
20130407WXXT116	Tpp80Aa1
20130407WXXT116	Tpp80Aa1
20130407WXXT119	Cry1Ia44
20130407WXXT119	Cry2Aa9
20130407WXXT119	Cry1Aa6
20130407WXXT119	Cry1Ac9
20130407WXXT119	Cry1Aa18
20130407WXXT119	Cry1Ac5
20130407WXXT119	Mpp46Ab1
20130407WXXT119	Vpb4Ca1
20130407WXXT119	Vip3Aa7
20130407WXXT119	Cry2Ab35
20130407WXXT121	App4Aa1
20130407WXXT121	Cry8Ca4
20130407WXXT176	Vip3Aa7
20130407WXXT176	Cry1Aa3
20130407WXXT176	Cry2Ab35
20130407WXXT176	Cry1Ia44
20130407WXXT176	Cry2Aa9
20130407WXXT179	Cry1Ea7
20130407WXXT183	Cry8Ad1
20130407WXXT183	Cyt2Ca1
20130407WXXT183	Cry8Ma2
20130407WXXT183	Vpb1Aa3
20130407WXXT183	Vpb1Bb3
20130407WXXT183	Mpp5Ab1
20130407WXXT183	Vpb1Bb3
20130407WXXT183	Cry8Ad1
20130407WXXT183	Vpb1Bb2
20130407WXXT183	Cry8Ab1
20130407WXXT183	Mpp3Aa6
20130407WXXT183	Cry8Ac1
20130407WXXT183	Cry8Kb3
20130407WXXT183	Cry8Ab1
20130407WXXT183	Cry8Ab1
20130407WXXT183	Cry8Ab1
20130407WXXT183	Cry8Ac1
20130407WXXT183	Cry8Ab1
20130407WXXT183	Cry8Ab1
20130407WXXT184	Cry1Ea7
20130407WXXT185	Cry2Aa9
20130407WXXT185	Vip3Aa7
20130407WXXT185	Cry1Aa3
20130407WXXT185	Cry2Ab35
20130407WXXT185	Cry1Ia44
20130407WXXT186	Vip3Aa7
20130407WXXT186	Cry1Aa3
20130407WXXT186	Cry2Ab35
20130407WXXT186	Cry1Ia44
20130407WXXT186	Cry2Aa9
20130407WXXT188	Cry1Ia44
20130407WXXT188	Cry9Ea9
20130407WXXT188	Cry1Ac9
20130407WXXT188	Cry1Aa18
20130407WXXT188	Cry1Ac5
20130407WXXT188	Cry1Aa6
20130407WXXT188	Cry1Da2
20130407WXXT188	Cry1Ca9
20130407WXXT188	Vip3Bc1
20130407WXXT188	Tpp78Ba1
20130407WXXT188	Vip3Aa7
20130407WXXT188	Cry2Ab35
20130407WXXT190	Cry8Ad1
20130407WXXT190	Cyt2Ca1
20130407WXXT190	Cry8Ma2
20130407WXXT190	Vpb1Aa3
20130407WXXT190	Cry8Ab1
20130407WXXT190	Vpb1Bb3
20130407WXXT190	Vpb1Bb2
20130407WXXT190	Cry8Ad1
20130407WXXT190	Vpb1Bb2
20130407WXXT190	Mpp3Aa6
20130407WXXT190	Cry8Kb3
20130407WXXT190	Cry8Ac1
20130407WXXT190	Cry8Ab1
20130407WXXT190	Cry8Ab1
20130407WXXT190	Cry8Ab1
20130407WXXT190	Cry8Ab1
20130407WXXT190	Cry8Ab1
20130407WXXT190	Cry8Ac1
20130407WXXT194	Cry1Ia44
20130407WXXT194	Cry2Aa9
20130407WXXT194	Cry1Aa6
20130407WXXT194	Cry1Ac9
20130407WXXT194	Cry1Aa18
20130407WXXT194	Cry1Ac5
20130407WXXT194	Mpp46Ab1
20130407WXXT194	Vpb4Ca1
20130407WXXT194	Vip3Aa7
20130407WXXT194	Cry2Ab35
20130407WXXT195	Cry1Ia44
20130407WXXT195	Cry9Ea9
20130407WXXT195	Cry1Ac9
20130407WXXT195	Cry1Aa18
20130407WXXT195	Cry1Ac5
20130407WXXT195	Cry1Aa6
20130407WXXT195	Tpp78Ba1
20130407WXXT195	Vip3Aa7
20130407WXXT195	Cry2Ab35
20130407WXXT197	Cry2Aa9
20130407WXXT197	Vip3Aa7
20130407WXXT197	Cry1Aa3
20130407WXXT197	Cry2Ab35
20130407WXXT197	Cry1Ia44
20130407WXXT198	Cry2Aa9
20130407WXXT198	Vip3Aa7
20130407WXXT198	Cry1Aa3
20130407WXXT198	Cry2Ab35
20130407WXXT198	Cry1Ia44
20130407WXXT200	Cry1Ea7
20130407WXXT201	Cry1Ea7
20130407WXXT202	Cry2Aa9
20130407WXXT202	Vip3Aa7
20130407WXXT202	Cry1Aa3
20130407WXXT202	Cry2Ab35
20130407WXXT202	Cry1Ia44
20130407WXXT211	Cry1Ia44
20130407WXXT211	Cry9Ea9
20130407WXXT211	Cry1Ac9
20130407WXXT211	Cry1Aa18
20130407WXXT211	Cry1Ac5
20130407WXXT211	Cry1Aa6
20130407WXXT211	Cry1Da2
20130407WXXT211	Cry1Ca9
20130407WXXT211	Vip3Bc1
20130407WXXT211	Tpp78Ba1
20130407WXXT211	Vip3Aa7
20130407WXXT211	Cry2Ab35
20130407WXXT216	Cry1Ia44
20130407WXXT216	Cry9Ea9
20130407WXXT216	Cry1Ac9
20130407WXXT216	Cry1Aa17
20130407WXXT216	Cry1Gc1
20130407WXXT216	Cry1Aa6
20130407WXXT216	Cry1Da2
20130407WXXT216	Cry1Ca9
20130407WXXT216	Vip3Bc1
20130407WXXT216	Tpp78Ba1
20130407WXXT216	Vip3Aa7
20130407WXXT216	Cry2Ab35
20130407WXXT219	Vip3Aa7
20130407WXXT219	Cry1Aa3
20130407WXXT219	Cry2Ab35
20130407WXXT219	Cry1Ia44
20130407WXXT219	Cry2Aa9
20130407WXXT222	Vip3Aa7
20130407WXXT222	Cry1Aa3
20130407WXXT222	Cry2Ab35
20130407WXXT222	Cry1Ia44
20130407WXXT222	Cry2Aa9
20130407WXXT223	Cry1Ia44
20130407WXXT223	Cry9Ea9
20130407WXXT223	Cry1Ac9
20130407WXXT223	Cry1Aa17
20130407WXXT223	Cry1Gc1
20130407WXXT223	Cry1Aa6
20130407WXXT223	Cry1Da2
20130407WXXT223	Cry1Ca9
20130407WXXT223	Vip3Bc1
20130407WXXT223	Tpp78Ba1
20130407WXXT223	Vip3Aa7
20130407WXXT223	Cry2Ab35
20130407WXXT224	Cry2Aa9
20130407WXXT224	Vip3Aa7
20130407WXXT224	Cry1Aa3
20130407WXXT224	Cry2Ab35
20130407WXXT224	Cry1Ia44
20130407WXXT225	Vip3Aa7
20130407WXXT225	Cry1Aa3
20130407WXXT225	Cry2Ab35
20130407WXXT225	Cry1Ia44
20130407WXXT225	Cry2Aa9
20130407WXXT231	Cry1Ea7
20130407WXXT236	Cry9Ea9
20130407WXXT236	Vip3Bc1
20130407WXXT236	Cry1Ca9
20130407WXXT236	Cry1Da2
20130407WXXT236	Tpp78Ba1
20130407WXXT236	Vip3Aa7
20130407WXXT236	Cry1Ia44
20130407WXXT236	Cry2Ab35
20130407WXXT236	Cry1Aa3
20130407WXXT240	Cry1Ia44
20130407WXXT240	Cry9Ea9
20130407WXXT240	Tpp78Ba1
20130407WXXT240	Cry1Ac9
20130407WXXT240	Cry1Aa18
20130407WXXT240	Cry1Ac5
20130407WXXT240	Cry1Aa6
20130407WXXT240	Cry1Da2
20130407WXXT240	Cry1Ca9
20130407WXXT240	Vip3Bc1
20130407WXXT240	Vip3Aa7
20130407WXXT240	Cry2Ab35
20130407WXXT243	Cry1Ea7
20130407WXXT245	Cry1Ea7
20130407WXXT259	Cry2Aa9
20130407WXXT259	Vip3Aa7
20130407WXXT259	Cry1Aa3
20130407WXXT259	Cry2Ab35
20130407WXXT259	Cry1Ia44
20130407WXXT261	Vip3Aa7
20130407WXXT261	Cry1Aa3
20130407WXXT261	Cry2Ab35
20130407WXXT261	Cry1Ia44
20130407WXXT261	Cry2Aa9
20130407WXXT263	Cry2Aa9
20130407WXXT263	Vip3Aa7
20130407WXXT263	Cry1Aa3
20130407WXXT263	Cry2Ab35
20130407WXXT263	Cry1Ia44
20130407WXXT265	Cry1Ia44
20130407WXXT265	Cry9Ea9
20130407WXXT265	Cry1Ac9
20130407WXXT265	Cry1Aa17
20130407WXXT265	Cry1Gc1
20130407WXXT265	Cry1Aa6
20130407WXXT265	Cry1Da2
20130407WXXT265	Cry1Ca9
20130407WXXT265	Vip3Bc1
20130407WXXT265	Tpp78Ba1
20130407WXXT265	Vip3Aa7
20130407WXXT265	Cry2Ab35
20130407WXXT266	Cry1Ea7
20130407WXXT268	Cry1Ia44
20130407WXXT268	Cry9Ea9
20130407WXXT268	Cry1Ac9
20130407WXXT268	Cry1Aa18
20130407WXXT268	Cry1Ac5
20130407WXXT268	Cry1Aa6
20130407WXXT268	Cry1Da2
20130407WXXT268	Cry1Ca9
20130407WXXT268	Vip3Bc1
20130407WXXT268	Tpp78Ba1
20130407WXXT268	Vip3Aa7
20130407WXXT268	Cry2Ab35
20130407WXXT270	Vip3Aa7
20130407WXXT270	Cry1Aa3
20130407WXXT270	Cry2Ab35
20130407WXXT270	Cry1Ia44
20130407WXXT270	Cry2Aa9
20130407WXXT274	Cry1Ea7
20130407WXXT283	Cry1Ia44
20130407WXXT283	Cry1Ac9
20130407WXXT283	Cry1Aa6
20130407WXXT283	Cry1Aa18
20130407WXXT283	Cry9Ea9
20130407WXXT283	Cry1Da2
20130407WXXT283	Cry1Ca9
20130407WXXT283	Vip3Bc1
20130407WXXT283	Cry1Da2
20130407WXXT283	Tpp78Ba1
20130407WXXT283	Vip3Aa7
20130407WXXT283	Cry2Ab35
20130407WXXT284	Vip3Aa7
20130407WXXT284	Cry1Aa3
20130407WXXT284	Cry2Ab35
20130407WXXT284	Cry1Ia44
20130407WXXT284	Cry2Aa9
20130407WXXT298	Vip3Aa7
20130407WXXT298	Cry1Aa3
20130407WXXT298	Cry2Ab35
20130407WXXT298	Cry1Ia44
20130407WXXT298	Cry2Aa9
20130407WXXT310	Cry1Ea7
20130407WXXT320	Cry1Ia44
20130407WXXT320	Cry9Ea9
20130407WXXT320	Cry1Ac9
20130407WXXT320	Cry1Aa18
20130407WXXT320	Cry1Ac5
20130407WXXT320	Cry1Aa6
20130407WXXT320	Cry1Da2
20130407WXXT320	Cry1Ca9
20130407WXXT320	Vip3Bc1
20130407WXXT320	Tpp78Ba1
20130407WXXT320	Vip3Aa7
20130407WXXT320	Cry2Ab35
20130411HHT044	Cry1Ea7
20130411HHT058	Tpp80Aa1
20130411HHT058	Vpb4Ca1
20130411HHT058	App4Aa1
20130412LHLT115	Cry2Aa9
20130412LHLT115	Vip3Aa7
20130412LHLT115	Cry1Aa3
20130412LHLT115	Cry2Ab35
20130412LHLT115	Cry1Ia44
20130412LHLT116	Cry2Ab29
20130412LHLT116	Cry1Ea7
20130412LHLT116	Cry1Ac4
20130412LHLT117	Cry1Aa6
20130412LHLT117	Cry1Ac9
20130412LHLT117	Cry1Aa18
20130412LHLT117	Cry1Ac5
20130412LHLT117	Mpp46Ab1
20130412LHLT117	Vpb4Ca1
20130412LHLT117	Cry1Ia44
20130412LHLT117	Cry2Aa9
20130412LHLT117	Vip3Aa7
20130412LHLT117	Cry2Ab35
20130412LHLT118	Vip3Aa7
20130412LHLT118	Cry2Ab35
20130412LHLT118	Cry1Ia44
20130412LHLT118	Cry9Ea9
20130412LHLT118	Cry1Ac9
20130412LHLT118	Cry1Aa18
20130412LHLT118	Cry1Aa17
20130412LHLT118	Tpp78Ba1
20130412LHLT118	Cry1Ab11
20130412LHLT118	Cry1Da2
20130412LHLT118	Cry1Ca9
20130412LHLT118	Vip3Bc1
20130412LHLT119	Vip3Aa7
20130412LHLT119	Cry1Aa3
20130412LHLT119	Cry2Ab35
20130412LHLT119	Cry1Ia44
20130412LHLT119	Cry2Aa9
20130412LHLT120	Cry1Ea7
20130412LHLT121	Cry1Ea7
20130412LHLT122	Cry1Ea7
20130412LHLT123	Vip3Aa7
20130412LHLT123	Cry1Aa3
20130412LHLT123	Cry2Ab35
20130412LHLT123	Cry1Ia44
20130412LHLT123	Cry2Aa9
20130412LHLT124	Vip3Aa7
20130412LHLT124	Cry1Aa3
20130412LHLT124	Cry2Ab35
20130412LHLT124	Cry1Ia44
20130412LHLT124	Cry2Aa9
20130412LHLT125	Cry2Ab35
20130412LHLT125	Cry1Ia44
20130412LHLT125	Vip3Aa7
20130412LHLT125	Cry1Aa3
20130412LHLT125	Cry2Aa9
20130412LHLT126	Cry1Ea7
20130412LHLT127	Cry1Ea7
20130412LHLT128	Mpp46Ab1
20130412LHLT129	Cry1Ia44
20130412LHLT129	Cry9Ea9
20130412LHLT129	Cry1Ac9
20130412LHLT129	Cry1Aa18
20130412LHLT129	Cry1Ac5
20130412LHLT129	Cry1Aa6
20130412LHLT129	Tpp78Ba1
20130412LHLT129	Cry1Da2
20130412LHLT129	Cry1Ca9
20130412LHLT129	Vip3Bc1
20130412LHLT129	Vip3Aa7
20130412LHLT129	Cry2Ab35
20130412LHLT130	Cry1Ea7
20130412LHLT131	Vip3Aa7
20130412LHLT131	Cry1Aa3
20130412LHLT131	Cry2Ab35
20130412LHLT131	Cry1Ia44
20130412LHLT131	Cry2Aa9
20130412LHLT132	Cry1Ea7
20130412LHLT135	Vip3Aa7
20130412LHLT135	Cry1Aa3
20130412LHLT135	Cry2Ab35
20130412LHLT135	Cry1Ia44
20130412LHLT135	Cry2Aa9
20130412LHLT140	Vip3Aa7
20130412LHLT140	Cry2Ab35
20130412LHLT140	Cry1Ia44
20130412LHLT140	Cry1Aa3
20130412LHLT140	Cry2Aa9
20130412YJPT325	Cry1Ea7
20130412YJPT343	Cry3Aa7
20130412YJPT343	Vpa2Ba2
20130412YJPT343	Xpp37Aa1
20130412YJPT343	Mpp23Aa1
20130412YJPT343	Vpa2Ba2
20130412YJPT343	Vpb1Da1
20130412YJPT343	Vpa2Ab1
20130412YJPT343	Vpb1Ab1
20130412YJPT343	Vpa2Bb4
20130412YJPT343	Vpb1Ad1
20130412YJPT343	Mpp5Ab1
20130412YJPT349	Cry1Ia44
20130412YJPT349	Cry9Ea9
20130412YJPT349	Cry1Ac9
20130412YJPT349	Cry1Aa18
20130412YJPT349	Cry1Ac5
20130412YJPT349	Cry1Aa6
20130412YJPT349	Cry1Da2
20130412YJPT349	Cry1Ca9
20130412YJPT349	Vip3Bc1
20130412YJPT349	Tpp78Ba1
20130412YJPT349	Vip3Aa7
20130412YJPT349	Cry2Ab35
20130414LHLT144	Cry1Ea7
20130414LHLT148	Cry2Aa9
20130414LHLT148	Vip3Aa7
20130414LHLT148	Cry1Aa3
20130414LHLT148	Cry2Ab35
20130414LHLT148	Cry1Ia44
20130414LHLT153	Cry1Ea7
20130414LHLT155	Cry2Aa9
20130414LHLT155	Cry2Ab35
20130414LHLT155	Cry1Ia44
20130414LHLT155	Vip3Aa7
20130414LHLT155	Cry1Aa3
20130414LHLT158	Vip3Aa7
20130414LHLT158	Cry1Aa3
20130414LHLT158	Cry2Ab35
20130414LHLT158	Cry1Ia44
20130414LHLT158	Cry2Aa9
20130414LHLT166	Cry2Aa9
20130414LHLT166	Vip3Aa7
20130414LHLT166	Cry1Aa3
20130414LHLT166	Cry2Ab35
20130414LHLT166	Cry1Ia44
20130414LHLT170	Vip3Aa7
20130414LHLT170	Cry1Aa3
20130414LHLT170	Cry2Ab35
20130414LHLT170	Cry1Ia44
20130414LHLT170	Cry2Aa9
20130414LHLT172	Vip3Aa7
20130414LHLT172	Cry1Aa3
20130414LHLT172	Cry2Ab35
20130414LHLT172	Cry1Ia44
20130414LHLT172	Cry2Aa9
20130414LHLT175	Cry1Ea7
20130414LHLT176	Cry1Ea7
20130414LHLT179	Vip3Aa7
20130414LHLT179	Cry1Aa3
20130414LHLT179	Cry2Ab35
20130414LHLT179	Cry1Ia44
20130414LHLT179	Cry2Aa9
20130414LHLT180	Cry1Ea7
20130414LHLT183	Cry1Ea7
20130414LHLT192	Cry2Aa9
20130414LHLT192	Vip3Aa7
20130414LHLT192	Cry1Aa3
20130414LHLT192	Cry2Ab35
20130414LHLT192	Cry1Ia44
20130414LHLT193	Cry2Aa12
20130414LHLT193	Cry2Ab17
20130414LHLT193	Cry2Aa12
20130414LHLT193	Cry2Aa7
20130414LHLT193	Cry1Ia44
20130414LHLT193	Cry1Aa3
20130414LHLT193	Vip3Aa7
20130414LHLT193	Cry2Ah9
20130414LHLT194	Cry1Ea7
20130414LHLT195	Mpp46Ab1
20130414LHLT195	Cry1Aa6
20130414LHLT195	Cry1Ac9
20130414LHLT195	Cry1Aa18
20130414LHLT195	Cry1Ac5
20130414LHLT195	Vpb4Ca1
20130414LHLT195	Vip3Aa7
20130414LHLT195	Cry2Ab35
20130414LHLT197	Cry2Aa9
20130414LHLT197	Cry1Ia44
20130414LHLT197	Cry1Aa3
20130414LHLT197	Vip3Aa7
20130414LHLT197	Cry2Ab35
20130414LHLT198	Cry1Ea7
20130414LHLT207	Cry2Ab35
20130414LHLT207	Vip3Aa7
20130414LHLT207	Cry2Aa9
20130414LHLT207	Cry1Aa3
20130414LHLT207	Cry1Ia44
20130414LHLT212	Cry1Ea7
20130414LHLT214	Cry1Ea7
20130414LHLT220	Vip3Aa7
20130414LHLT220	Cry2Ab35
20130414LHLT220	Cry1Aa3
20130414LHLT228	Cry2Aa9
20130414LHLT228	Cry1Ia44
20130414LHLT228	Cry2Ab35
20130414LHLT228	Vip3Aa7
20130414LHLT228	Cry1Aa3
20130414LHLT231	Cry2Aa9
20130414LHLT231	Vip3Aa7
20130414LHLT231	Cry1Aa3
20130414LHLT231	Cry2Ab35
20130414LHLT231	Cry1Ia44
20130414LHLT234	Vip3Aa7
20130414LHLT234	Cry1Aa3
20130414LHLT234	Cry2Ab35
20130414LHLT234	Cry1Ia44
20130414LHLT234	Cry2Aa9
20130414LHLT238	Cry2Aa9
20130414LHLT238	Vip3Aa7
20130414LHLT238	Cry1Aa3
20130414LHLT238	Cry2Ab35
20130414LHLT238	Cry1Ia44
20130414LHLT239	Vip3Aa7
20130414LHLT239	Cry1Aa3
20130414LHLT239	Cry2Ab35
20130414LHLT239	Cry1Ia44
20130414LHLT239	Cry2Aa9
20130414LHLT245	Cry2Aa9
20130414LHLT245	Vip3Aa7
20130414LHLT245	Cry1Aa3
20130414LHLT245	Cry2Ab35
20130414LHLT245	Cry1Ia44
20130414LHLT247	Vip3Aa7
20130414LHLT247	Cry1Aa3
20130414LHLT247	Cry2Ab35
20130414LHLT247	Cry1Ia44
20130414LHLT247	Cry2Aa9
20130417LHLT250	Vpb4Ca1
20130417LHLT258	Vip3Aa7
20130417LHLT258	Cry2Ab35
20130417LHLT258	Cry1Da2
20130417LHLT258	Cry1Ca9
20130417LHLT258	Vip3Bc1
20130417LHLT258	Cry1Ia44
20130417LHLT258	Cry9Ea9
20130417LHLT258	Tpp78Ba1
20130417LHLT258	Cry1Ac4
20130417LHLT258	Cry1Aa18
20130417LHLT258	Cry1Gc1
20130417LHLT258	Cry1Aa6
20130417LHLT261	Cry2Aa9
20130417LHLT261	Vip3Aa7
20130417LHLT261	Cry1Aa3
20130417LHLT261	Cry2Ab35
20130417LHLT261	Cry1Ia44
20130417LHLT268	Cry1Ia44
20130417LHLT268	Cry1Aa17
20130417LHLT268	Cry9Ea9
20130417LHLT268	Cry1Aa18
20130417LHLT268	Tpp78Ba1
20130417LHLT268	Cry1Ca9
20130417LHLT268	Vip3Bc1
20130417LHLT268	Cry1Da2
20130417LHLT268	Vip3Aa7
20130417LHLT268	Cry2Ab35
20130417LHLT274	Cry1Ea7
20130417LHLT283	Vip3Aa7
20130417LHLT283	Cry2Ab35
20130417LHLT283	Cry1Ia44
20130417LHLT283	Cry1Aa3
20130417LHLT283	Cry2Aa9
20130417LHLT284	Vip3Aa7
20130417LHLT284	Cry2Ab35
20130417LHLT284	Cry2Aa9
20130417LHLT284	Cry1Ia44
20130417LHLT284	Cry1Aa3
20130417LHLT286	Cry1Ia44
20130417LHLT286	Cry1Aa3
20130417LHLT286	Cry2Aa9
20130417LHLT286	Vip3Aa7
20130417LHLT286	Cry2Ab35
20130417LHLT287	Cry2Ab35
20130417LHLT287	Vip3Aa7
20130417LHLT287	Cry1Ac9
20130417LHLT287	Cry1Aa18
20130417LHLT287	Tpp78Ba1
20130417LHLT287	Cry1Ab11
20130417LHLT287	Cry9Ea9
20130417LHLT287	Cry1Ia44
20130417LHLT287	Cry1Da2
20130417LHLT287	Cry1Ca9
